"National
Dex","Pokemon
Name",Generation,Type,"Kanto Dex #
(RBYFRLG)","Kanto Dex #
(LGPE)","New Dex #
(GSC)","Johto Dex #
(HGSS)","Hoenn Dex #
(RSE)","Hoenn Dex #
(ORAS)","Sinnoh Dex #
(DPBDSP)","Sinnoh Dex #
(Pt)","Unova Dex #
(BW)","Unova Dex #
(B2W2)","Central Kalos Dex #
(XY)","Coastal Kalos Dex #
(XY)","Mount Kalos Dex #
(XY)","Alola Dex #
(SM)","Melemele Dex #
(SM)","Akala Dex #
(SM)","Ula'ula Dex #
(SM)","Poni Dex #
(SM)","Alola Dex #
(USUM)","Melemele Dex #
(USUM)","Akala Dex #
(USUM)","Ula'ula Dex #
(USUM)","Poni Dex #
(USUM)","Galar Dex #
(SwSh)","Isle of Armor Dex #
(SwSh)","Crown Tund Dex #
(SwSh)","Hisui Dex #
(LA)","Paldea Dex #
(SV)",Kitakami Dex # (SV),Blueberry Dex # (SV),HP,Attack,Defense,"Special
Attack","Special
Defense",Speed,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,Height (ft),Height (m),Weight (lbs),Weight (kg),HP EVs,Attcak EVs,Defense EVs,Special Attack EVs,Special Defense EVs,Speed EVs,"Experience
Value",Catch Rate,"Experience
Growth",Base Friendship,Pokedex Color,Gender Ratio,Egg Cycles,Egg Group I,Egg Group II,"Evolution
Method"
243,Raikou,2,Legendary,,,238,243,,,,,,,,,,,,,,,,,,,,,,,,,,,90,85,75,115,100,115,580,Electric,,Pressure,,Inner Focus,"6'03""","1,9","392,4",178,,,,1,,2,290,3,Slow,35,Yellow,None,80,Undiscovered,,
244,Entei,2,Legendary,,,239,244,,,,,,,,,,,,,,,,,,,,,,,,,,,115,115,85,90,75,100,580,Fire,,Pressure,,Inner Focus,"6'11""","2,1","436,5",198,1,2,,,,,290,3,Slow,35,Brown,None,80,Undiscovered,,
245,Suicune,2,Legendary,,,240,245,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,115,90,115,85,580,Water,,Pressure,,Inner Focus,"6'07""",2,"412,3",187,,,1,,2,,290,3,Slow,35,Blue,None,80,Undiscovered,,
246,Larvitar,2,Pseudo Legendary,,,244,249,,,,,,292,,,102,,,,,,247,,148,,,383,,139,,316,,,50,64,50,45,50,41,300,Rock,Ground,Guts,,Sand Veil,"2'00""","0,6","158,7",72,,1,,,,,60,45,Slow,35,Green,Neutral,40,Monster,,Lv. 30
247,Pupitar,2,Pseudo Legendary,,,245,250,,,,,,293,,,103,,,,,,248,,149,,,384,,140,,317,,,70,84,70,65,70,51,410,Rock,Ground,Shed Skin,,,"3'11""","1,2","335,1",152,,2,,,,,144,45,Slow,35,Gray,Neutral,40,Monster,,Lv. 55
248,Tyranitar,2,Pseudo Legendary,,,246,251,,,,,,294,,,104,,,,,,249,,150,,,385,,141,,318,,,100,134,110,95,100,61,600,Rock,Dark,Sand Stream,,Unnerve,"6'07""",2,"445,3",202,,3,,,,,300,45,Slow,35,Green,Neutral,40,Monster,,
"248,1",Tyranitar (Mega),6,"Psuedo Legendary, Mega Evolution",,,,,,,,,,,,,104,,,,,,249,,150,,,,,,,,,,100,164,150,95,120,71,700,Rock,Dark,Sand Stream,,,"8'02""","2,5","562,2",255,,3,,,,,350,45,Slow,35,Green,Neutral,40,Monster,,
249,Lugia,2,Special,,,247,252,,,,,,,,,,,,,,,,,,,,,,,,,,,106,90,130,90,154,110,680,Psychic,Flying,Pressure,,Multiscale,"17'01""","5,2","476,2",216,,,,,3,,340,3,Slow,0,White,None,120,Undiscovered,,
250,Ho-oh,2,Special,,,248,253,,,,,,,,,,,,,,,,,,,,,,,,,,,106,130,90,110,154,90,680,Fire,Flying,Pressure,,Regenerator,"12'06""","3,8","438,7",199,,,,,3,,340,3,Slow,0,Red,None,120,Undiscovered,,
251,Celebi,2,Mythical,,,251,256,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,600,Psychic,Grass,Natural Cure,,,"2'00""","0,6",11,5,3,,,,,,300,45,Med Slow,100,Green,None,120,Undiscovered,,
252,Treecko,3,Starter,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,182,40,45,35,65,55,70,310,Grass,,Overgrow,,Unburden,"1'08""","0,5",11,5,,,,,,1,62,45,Med Slow,50,Green,M (87.5%),20,Monster,Dragon,Lv. 16
253,Grovyle,3,Starter,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,183,50,65,45,85,65,95,405,Grass,,Overgrow,,Unburden,"2'11""","0,9","47,6","21,6",,,,,,2,142,45,Med Slow,50,Green,M (87.5%),20,Monster,Dragon,Lv. 36
254,Sceptile,3,Starter,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,184,70,85,65,105,85,120,530,Grass,,Overgrow,,Unburden,"5'07""","1,7","115,1","52,2",,,,,,3,265,45,Med Slow,50,Green,M (87.5%),20,Monster,Dragon,
"254,1",Sceptile (Mega),6,"Starter, Mega Evolution",,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,70,110,75,145,85,145,630,Grass,Dragon,Lightningrod,,,"6'03""","1,9","121,7","55,2",,,,,,3,315,45,Med Slow,50,Green,M (87.5%),20,Monster,Dragon,
255,Torchic,3,Starter,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,185,45,60,40,70,50,45,310,Fire,,Blaze,,Speed Boost,"1'04""","0,4","5,5","2,5",,,,1,,,62,45,Med Slow,50,Red,M (87.5%),20,Field,,Lv. 16
256,Combusken,3,Starter,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,186,60,85,60,85,60,55,405,Fire,Fighting,Blaze,,Speed Boost,"2'11""","0,9",43,"19,5",,1,,1,,,142,45,Med Slow,50,Red,M (87.5%),20,Field,,Lv. 36
257,Blaziken,3,Starter,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,187,80,120,70,110,70,80,530,Fire,Fighting,Blaze,,Speed Boost,"6'03""","1,9","114,6",52,,3,,,,,265,45,Med Slow,50,Red,M (87.5%),20,Field,,
"257,1",Blaziken (Mega),6,"Starter, Mega Evolution",,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,80,160,80,130,80,100,630,Fire,Fighting,Speed Boost,,,"6'03""","1,9","114,6",52,,3,,,,,315,45,Med Slow,50,Red,M (87.5%),20,Field,,
258,Mudkip,3,Starter,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,188,50,70,50,50,50,40,310,Water,,Torrent,,Damp,"1'04""","0,4","16,8","7,6",,1,,,,,62,45,Med Slow,50,Blue,M (87.5%),20,Monster,Water 1,Lv. 16
259,Marshtomp,3,Starter,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,189,70,85,70,60,70,50,405,Water,Ground,Torrent,,Damp,"2'04""","0,7","61,7",28,,2,,,,,142,45,Med Slow,50,Blue,M (87.5%),20,Monster,Water 1,Lv. 36
260,Swampert,3,Starter,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,190,100,110,90,85,90,60,535,Water,Ground,Torrent,,Damp,"4'11""","1,5","180,6","81,9",,3,,,,,268,45,Med Slow,50,Blue,M (87.5%),20,Monster,Water 1,
"260,1",Swampert (Mega),6,"Starter, Mega Evolution",,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,100,150,110,95,110,70,635,Water,Ground,Swift Swim,,,"6'03""","1,9","224,9",102,,3,,,,,318,45,Med Slow,50,Blue,M (87.5%),20,Monster,Water 1,
261,Poochyena,3,,,,,,10,10,,,,,,,44,,,,,,,,,,,,,,,,7,,35,55,35,30,30,35,220,Dark,,Run Away,Quick Feet,Rattled,"1'08""","0,5",30,"13,6",,1,,,,,56,255,Med Fast,50,Gray,Neutral,15,Field,,Lv. 18
262,Mightyena,3,,,,,,11,11,,,,,,,45,,,,,,,,,,,,,,,,8,,70,90,70,60,60,70,420,Dark,,Intimidate,Quick Feet,Moxie,"3'03""",1,"81,6",37,,2,,,,,147,127,Med Fast,50,Gray,Neutral,15,Field,,
263,Zigzagoon,3,,,,,,12,12,,,,,12,,,,,,,,,,,,,31,,71,,,,,38,30,41,30,41,60,240,Normal,,Pickup,Gluttony,Quick Feet,"1'04""","0,4","38,6","17,5",,,,,,1,56,255,Med Fast,50,Brown,Neutral,15,Field,,Lv. 20
"263,1",Zigzagoon (Galarian),8,Galarian Form,,,,,,,,,,,,,,,,,,,,,,,,31,,71,,,,,38,30,41,30,41,60,240,Dark,Normal,Pickup,Gluttony,Quick Feet,"1'04""","0,4","38,6","17,5",,,,,,1,56,255,Med Fast,50,White,Neutral,15,Field,,Lv. 20
264,Linoone,3,,,,,,13,13,,,,,13,,,,,,,,,,,,,32,,72,,,,,78,70,61,50,61,100,420,Normal,,Pickup,Gluttony,Quick Feet,"1'08""","0,5","71,7","32,5",,,,,,2,147,90,Med Fast,50,White,Neutral,15,Field,,
"264,1",Linoone (Galarian),8,Galarian Form,,,,,,,,,,,,,,,,,,,,,,,,32,,72,,,,,78,70,61,50,61,100,420,Dark,Normal,Pickup,Gluttony,Quick Feet,"1'08""","0,5","71,7","32,5",,,,,,2,147,90,Med Fast,50,White,Neutral,15,Field,,Lv. 35 (Night)
265,Wurmple,3,,,,,,14,14,48,48,,,,,,,,,,,,,,,,,,,18,,,,45,45,35,20,30,20,195,Bug,,Shield Dust,,Run Away,"1'00""","0,3","7,9","3,6",1,,,,,,56,255,Med Fast,50,Red,Neutral,15,Bug,,Lv. 7
266,Silcoon,3,,,,,,15,15,49,49,,,,,,,,,,,,,,,,,,,19,,,,50,35,55,25,25,15,205,Bug,,Shed Skin,,,"2'00""","0,6",22,10,,,2,,,,72,120,Med Fast,50,White,Neutral,15,Bug,,Lv. 10
267,Beautifly,3,,,,,,16,16,50,50,,,,,,,,,,,,,,,,,,,20,,,,60,70,50,100,50,65,395,Bug,Flying,Swarm,,Rivalry,"3'03""",1,"62,6","28,4",,,,3,,,178,45,Med Fast,50,Yellow,Neutral,15,Bug,,
268,Cascoon,3,,,,,,17,17,51,51,,,,,,,,,,,,,,,,,,,21,,,,50,35,55,25,25,15,205,Bug,,Shed Skin,,,"2'04""","0,7","25,4","11,5",,,2,,,,72,120,Med Fast,50,Purple,Neutral,15,Bug,,Lv. 10
269,Dustox,3,,,,,,18,18,52,52,,,,,,,,,,,,,,,,,,,22,,,,60,50,70,50,90,65,385,Bug,Poison,Shield Dust,,Compoundeyes,"3'11""","1,2","69,7","31,6",,,,,3,,173,45,Med Fast,50,Green,Neutral,15,Bug,,
270,Lotad,3,,,,,,19,19,,,,,,,55,,,,,,,,,,,36,,,,,104,,40,30,30,40,50,30,220,Water,Grass,Swift Swim,Rain Dish,Own Tempo,"1'08""","0,5","5,7","2,6",,,,,1,,44,255,Med Slow,50,Green,Neutral,15,Water 1,Grass,Lv. 14
271,Lombre,3,,,,,,20,20,,,,,,,56,,,,,,,,,,,37,,,,,105,,60,50,50,60,70,50,340,Water,Grass,Swift Swim,Rain Dish,Own Tempo,"3'11""","1,2","71,7","32,5",,,,,2,,119,120,Med Slow,50,Green,Neutral,15,Water 1,Grass,Water Stone
272,Ludicolo,3,,,,,,21,21,,,,,,,57,,,,,,,,,,,38,,,,,106,,80,70,70,90,100,70,480,Water,Grass,Swift Swim,Rain Dish,Own Tempo,"4'11""","1,5","121,3",55,,,,,3,,240,45,Med Slow,50,Green,Neutral,15,Water 1,Grass,
273,Seedot,3,,,,,,22,22,,,,,,,,,,,,,,,,,,39,,,,,54,,40,40,50,30,30,30,220,Grass,,Chlorophyll,Early Bird,Pickpocket,"1'08""","0,5","8,8",4,,,1,,,,44,255,Med Slow,50,Brown,Neutral,15,Field,Grass,Lv. 14
274,Nuzleaf,3,,,,,,23,23,,,,,,,,,,,,,,,,,,40,,,,,55,,70,70,40,60,40,60,340,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,"3'03""",1,"61,7",28,,2,,,,,119,120,Med Slow,50,Brown,Neutral,15,Field,Grass,Leaf Stone
275,Shiftry,3,,,,,,24,24,,,,,,,,,,,,,,,,,,41,,,,,56,,90,100,60,90,60,80,480,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,"4'03""","1,3","131,4","59,6",,3,,,,,240,45,Med Slow,50,Brown,Neutral,15,Field,Grass,
276,Taillow,3,,,,,,25,25,,,,,,19,,,,,,,,,,,,,,,,,,,40,55,30,30,30,85,270,Normal,Flying,Guts,,Scrappy,"1'00""","0,3","5,1","2,3",,,,,,1,54,200,Med Slow,50,Blue,Neutral,15,Flying,,Lv. 22
277,Swellow,3,,,,,,26,26,,,,,,20,,,,,,,,,,,,,,,,,,,60,85,60,75,50,125,455,Normal,Flying,Guts,,Scrappy,"2'04""","0,7","43,7","19,8",,,,,,2,159,45,Med Slow,50,Blue,Neutral,15,Flying,,
278,Wingull,3,,,,,,27,27,119,119,,212,,17,,40,40,19,21,11,47,47,19,21,18,62,48,,,132,,,40,30,30,55,30,85,270,Water,Flying,Keen Eye,Hydration,Rain Dish,"2'00""","0,6","20,9","9,5",,,,,,1,54,190,Med Fast,50,White,Neutral,20,Water 1,Flying,Lv. 25
279,Pelipper,3,,,,,,28,28,120,120,,213,,18,,41,41,20,22,12,48,48,20,22,19,63,49,,,133,,,60,50,100,95,70,65,440,Water,Flying,Keen Eye,Drizzle,Rain Dish,"3'11""","1,2","61,7",28,,,2,,,,154,45,Med Fast,50,Yellow,Neutral,20,Water 1,Flying,
280,Ralts,3,,,,,,29,29,,157,,,64,,,,,,,,,,,,,120,34,,101,62,57,,28,25,25,45,35,40,198,Psychic,Fairy,Synchronize,Trace,Telepathy,"1'04""","0,4","14,6","6,6",,,,1,,,40,235,Slow,35,White,Neutral,20,Human-Like,Amorphous,Lv. 20
281,Kirlia,3,,,,,,30,30,,158,,,65,,,,,,,,,,,,,121,35,,102,63,58,,38,35,35,65,55,50,278,Psychic,Fairy,Synchronize,Trace,Telepathy,"2'07""","0,8","44,5","20,2",,,,2,,,97,120,Slow,35,White,Neutral,20,Human-Like,Amorphous,Lv. 30/Dawn Stone (Male)
282,Gardevoir,3,,,,,,31,31,,159,,,66,,,,,,,,,,,,,122,36,,103,64,59,,68,65,65,125,115,80,518,Psychic,Fairy,Synchronize,Trace,Telepathy,"5'03""","1,6","106,7","48,4",,,,3,,,259,45,Slow,35,White,Neutral,20,Human-Like,Amorphous,
"282,1",Gardevoir (Mega),6,Mega Evolution,,,,,,31,,,,,66,,,,,,,,,,,,,,,,,,,,68,85,65,165,135,100,618,Psychic,Fairy,Pixilate,,,"5'03""","1,6","106,7","48,4",,,,3,,,309,45,Slow,35,White,Neutral,20,Human-Like,Amorphous,
283,Surskit,3,,,,,,32,33,,,,,47,,,139,,66,60,,172,,73,66,,,,,,49,149,,40,30,32,50,52,65,269,Bug,Water,Swift Swim,,Rain Dish,"1'08""","0,5","3,7","1,7",,,,,,1,54,200,Med Fast,50,Blue,Neutral,15,Water 1,Bug,Lv. 22
284,Masquerain,3,,,,,,33,34,,,,,48,,,140,,67,61,,173,,74,67,,,,,,50,150,,70,60,62,100,82,80,454,Bug,Flying,Intimidate,,Unnerve,"2'07""","0,8","7,9","3,6",,,,1,1,,159,75,Med Fast,50,Blue,Neutral,15,Water 1,Bug,
285,Shroomish,3,,,,,,34,35,,,,,,,,,,,,,,,,,,,,,,106,,,60,40,60,40,60,35,295,Grass,,Effect Spore,Poison Heal,Quick Feet,"1'04""","0,4","9,9","4,5",1,,,,,,59,255,Fluctuating,50,Brown,Neutral,15,Fairy,Grass,Lv. 23
286,Breloom,3,,,,,,35,36,,,,,,,,,,,,,,,,,,,,,,107,,,60,130,80,60,60,70,460,Grass,Fighting,Effect Spore,Poison Heal,Technician,"3'11""","1,2","86,4","39,2",,2,,,,,161,90,Fluctuating,50,Green,Neutral,15,Fairy,Grass,
287,Slakoth,3,,,,,,36,37,,,,276,,,,,,,,,,,,,,,,,,78,,59,60,60,60,35,35,30,280,Normal,,Truant,,,"2'07""","0,8","52,9",24,1,,,,,,56,255,Slow,50,Brown,Neutral,15,Field,,Lv. 18
288,Vigoroth,3,,,,,,37,38,,,,277,,,,,,,,,,,,,,,,,,79,,60,80,80,80,55,55,90,440,Normal,,Vital Spirit,,,"4'07""","1,4","102,5","46,5",,,,,,2,154,120,Slow,50,White,Neutral,15,Field,,Lv. 36
289,Slaking,3,,,,,,38,39,,,,278,,,,,,,,,,,,,,,,,,80,,61,150,160,100,95,65,100,670,Normal,,Truant,,,"6'07""",2,"287,7","130,5",3,,,,,,285,45,Slow,50,Brown,Neutral,15,Field,,
290,Nincada,3,,,,,,42,43,,,,,111,,,,,,,,,,,,,104,,,,,,,31,45,90,30,30,40,266,Bug,Ground,Compoundeyes,,Run Away,"1'08""","0,5","12,1","5,5",,,1,,,,53,255,Erratic,50,Gray,Neutral,15,Bug,,Lv. 20/Lv. 20 (Empty Party Slot)
291,Ninjask,3,,,,,,43,44,,,,,112,,,,,,,,,,,,,105,,,,,,,61,90,45,50,50,160,456,Bug,Flying,Speed Boost,,Infiltrator,"2'07""","0,8","26,5",12,,,,,,2,160,120,Erratic,50,Yellow,Neutral,15,Bug,,
292,Shedinja,3,,,,,,44,45,,,,,113,,,,,,,,,,,,,106,,,,,,,1,90,45,30,30,40,236,Bug,Ghost,Wonder Guard,,,"2'07""","0,8","2,6","1,2",2,,,,,,83,45,Erratic,50,Brown,None,15,Mineral,,
293,Whismur,3,,,,,,45,46,,,,,140,,,,,,,,,,,,,,148,,,,,,64,51,23,51,23,28,240,Normal,,Soundproof,,Rattled,"2'00""","0,6","35,9","16,3",1,,,,,,48,190,Med Slow,50,Pink,Neutral,20,Monster,Field,Lv. 20
294,Loudred,3,,,,,,46,47,,,,,141,,,,,,,,,,,,,,149,,,,,,84,71,43,71,43,48,360,Normal,,Soundproof,,Scrappy,"3'03""",1,"89,3","40,5",2,,,,,,126,120,Med Slow,50,Blue,Neutral,20,Monster,Field,Lv. 40
295,Exploud,3,,,,,,47,48,,,,,142,,,,,,,,,,,,,,150,,,,,,104,91,63,91,73,68,490,Normal,,Soundproof,,Scrappy,"4'11""","1,5","185,2",84,3,,,,,,245,45,Med Slow,50,Blue,Neutral,20,Monster,Field,
296,Makuhita,3,,,,,,48,49,,,,,,95,,56,56,,,15,68,68,,,22,,,,,116,,,72,60,30,20,30,25,237,Fighting,,Thick Fat,Guts,Sheer Force,"3'03""",1,"190,5","86,4",1,,,,,,47,180,Fluctuating,50,Yellow,M (75%),20,Human-Like,,Lv. 24
297,Hariyama,3,,,,,,49,50,,,,,,96,,57,57,,,16,69,69,,,23,,,,,117,,,144,120,60,40,60,50,474,Fighting,,Thick Fat,Guts,Sheer Force,"7'07""","2,3","559,5","253,8",2,,,,,,166,200,Fluctuating,50,Brown,M (75%),20,Human-Like,,
298,Azurill,3,Baby,,,,,54,55,124,124,,30,41,,,,,,,,,,,,,,139,,,46,,,50,20,40,20,40,20,190,Normal,Fairy,Thick Fat,Huge Power,Sap Sipper,"0'08""","0,2","4,4",2,1,,,,,,38,150,Fast,50,Blue,M (75%),10,Undiscovered,,Friendship
299,Nosepass,3,,,,,,60,61,,155,,164,,93,,198,,125,,,254,,155,,,,,,190,,107,,30,45,135,45,90,30,375,Rock,,Sturdy,Magnet Pull,Sand Force,"3'03""",1,"213,8",97,,,1,,,,75,255,Med Fast,50,Gray,Neutral,20,Mineral,,Thunder Stone
300,Skitty,3,,,,,,61,63,,,,78,78,,,,,,,,,,,,,,,,,,,,50,45,45,35,35,50,260,Normal,,Cute Charm,Normalize,Wonder Skin,"2'00""","0,6","24,3",11,,,,,,1,52,255,Fast,50,Pink,F (75%),15,Field,Fairy,Moon Stone
301,Delcatty,3,,,,,,62,64,,,,79,79,,,,,,,,,,,,,,,,,,,,70,65,65,55,55,90,400,Normal,,Cute Charm,Normalize,Wonder Skin,"3'07""","1,1","71,9","32,6",1,,,,,1,140,60,Fast,50,Purple,F (75%),15,Field,Fairy,
302,Sableye,3,,,,,,68,70,,,,,,123,,102,102,,,52,124,124,,,64,294,,174,,297,,,50,75,75,65,65,50,380,Dark,Ghost,Keen Eye,Stall,Prankster,"1'08""","0,5","24,3",11,,1,1,,,,133,45,Med Slow,35,Purple,Neutral,25,Human-Like,,
"302,1",Sableye (Mega),6,Mega Evolution,,,,,,70,,,,,,,,102,102,,,52,124,124,,,64,,,,,,,,50,85,125,85,115,20,480,Dark,Ghost,Magic Bounce,,,"1'08""","0,5","354,9",161,,1,1,,,,168,45,Med Slow,35,Purple,Neutral,25,Human-Like,,
303,Mawile,3,,,,,,69,71,,,,,,63,,,,,,,125,125,,,,295,,175,,,,,50,85,85,55,55,50,380,Steel,Fairy,Hyper Cutter,Intimidate,Sheer Force,"2'00""","0,6","25,4","11,5",,1,1,,,,133,45,Fast,50,Black,Neutral,20,Field,Fairy,
"303,1",Mawile (Mega),6,Mega Evolution,,,,,,71,,,,,,63,,,,,,,125,125,,,,,,,,,,,50,105,125,55,95,50,480,Steel,Fairy,Huge Power,,,"3'03""",1,"51,8","23,5",,1,1,,,,168,45,Fast,50,Black,Neutral,20,Field,Fairy,
304,Aron,3,,,,,,70,72,,,,166,,,99,,,,,,,,,,,,,191,,,,,50,70,100,40,40,30,330,Steel,Rock,Sturdy,Rock Head,Heavy Metal,"1'04""","0,4","132,3",60,,,1,,,,66,180,Slow,35,Gray,Neutral,35,Monster,,Lv. 32
305,Lairon,3,,,,,,71,73,,,,167,,,100,,,,,,,,,,,,,192,,,,,60,90,140,50,50,40,430,Steel,Rock,Sturdy,Rock Head,Heavy Metal,"2'11""","0,9","264,6",120,,,2,,,,151,90,Slow,35,Gray,Neutral,35,Monster,,Lv. 42
306,Aggron,3,,,,,,72,74,,,,168,,,101,,,,,,,,,,,,,193,,,,,70,110,180,60,60,50,530,Steel,Rock,Sturdy,Rock Head,Heavy Metal,"6'11""","2,1","793,7",360,,,3,,,,265,45,Slow,35,Gray,Neutral,35,Monster,,
"306,1",Aggron (Mega),6,Mega Evolution,,,,,,74,,,,,,,101,,,,,,,,,,,,,,,,,,70,140,230,60,80,50,630,Steel,,Filter,,,"7'03""","2,2","870,8",395,,,3,,,,315,45,Slow,35,Gray,Neutral,35,Monster,,
307,Meditite,3,,,,,,76,78,86,86,,,143,,,,,,,,,,,,,,,,,161,,,30,40,55,40,55,60,280,Fighting,Psychic,Pure Power,,Telepathy,"2'00""","0,6","24,7","11,2",,,,,,1,56,180,Med Fast,50,Blue,Neutral,20,Human-Like,,Lv. 37
308,Medicham,3,,,,,,77,79,87,87,,,144,,,,,,,,,,,,,,,,,162,,,60,60,75,60,75,80,410,Fighting,Psychic,Pure Power,,Telepathy,"4'03""","1,3","69,4","31,5",,,,,,2,144,90,Med Fast,50,Red,Neutral,20,Human-Like,,
"308,1",Medicham (Mega),6,Mega Evolution,,,,,,79,,,,,144,,,,,,,,,,,,,,,,,,,,60,100,85,80,85,100,510,Fighting,Psychic,Pure Power,,,"4'03""","1,3","69,4","31,5",,,,,,2,179,90,Med Fast,50,Red,Neutral,20,Human-Like,,
309,Electrike,3,,,,,,78,80,,,,,,73,,,,,,,293,,,114,,66,,,,,,,40,45,40,65,40,65,295,Electric,,Static,Lightningrod,Minus,"2'00""","0,6","33,5","15,2",,,,,,1,59,120,Slow,50,Green,Neutral,20,Field,,Lv. 26
310,Manectric,3,,,,,,79,81,,,,,,74,,,,,,,294,,,115,,67,,,,,,,70,75,60,105,60,105,475,Electric,,Static,Lightningrod,Minus,"4'11""","1,5","88,6","40,2",,,,,,2,166,45,Slow,50,Yellow,Neutral,20,Field,,
"310,1",Manetric (Mega),6,Mega Evolution,,,,,,81,,,,,,74,,,,,,,294,,,115,,,,,,,,,70,75,80,135,80,135,575,Electric,,Intimidate,,,"5'11""","1,8",97,44,,,,,,2,201,45,Slow,50,Yellow,Neutral,20,Field,,
311,Plusle,3,,,,,,80,82,,,,,96,,,,,,,,,,,,,,,,,,,119,60,50,40,85,75,95,405,Electric,,Plus,,,"1'04""","0,4","9,3","4,2",,,,,,1,142,200,Med Fast,50,Yellow,Neutral,20,Fairy,,
312,Minun,3,,,,,,81,83,,,,,97,,,,,,,,,,,,,,,,,,,120,60,40,50,75,85,95,405,Electric,,Minus,,,"1'04""","0,4","9,3","4,2",,,,,,1,142,200,Med Fast,50,Yellow,Neutral,20,Fairy,,
313,Volbeat,3,,,,,,86,89,,,,,133,,,,,,,,,,,,,,,,,,9,,65,73,75,47,85,85,430,Bug,,Illuminate,Swarm,Prankster,"2'04""","0,7",39,"17,7",,,,,,1,151,150,Erratic,50,Gray,M (100%),15,Bug,Human-Like,
314,Illumise,3,,,,,,87,90,,,,,134,,,,,,,,,,,,,,,,,,10,,65,47,75,73,85,85,430,Bug,,Oblivious,Tinted Lens,Prankster,"2'00""","0,6",39,"17,7",,,,,,1,151,150,Fluctuating,50,Purple,F (100%),15,Bug,Human-Like,
315,Roselia,3,,,,,,94,98,26,26,,134,72,,,,,,,,,,,,,60,,,90,,,,50,60,45,100,80,65,400,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,"1'00""","0,3","4,4",2,,,,2,,,140,150,Med Slow,50,Green,Neutral,20,Fairy,Grass,Shiny Stone
316,Gulpin,3,,,,,,95,100,,,,,98,,,,,,,,,,,,,,,,,139,,,70,43,53,43,53,40,302,Poison,,Liquid Ooze,Sticky Hold,Gluttony,"1'04""","0,4","22,7","10,3",1,,,,,,60,225,Fluctuating,50,Green,Neutral,20,Amorphous,,Lv. 26
317,Swalot,3,,,,,,96,101,,,,,99,,,,,,,,,,,,,,,,,140,,,100,73,83,73,83,55,467,Poison,,Liquid Ooze,Sticky Hold,Gluttony,"5'07""","1,7","176,4",80,2,,,,,,163,75,Fluctuating,50,Purple,Neutral,20,Amorphous,,
318,Carvanha,3,,,,,,97,102,,,,,55,,,264,,,,79,345,,,,92,,111,,,,,,45,90,20,65,20,65,305,Water,Dark,Rough Skin,,Speed Boost,"2'07""","0,8","45,9","20,8",,1,,,,,61,225,Slow,35,Red,Neutral,20,Water 2,,Lv. 30
319,Sharpedo,3,,,,,,98,103,,,,,56,,,265,,,,80,346,,,,93,,112,,,,,,70,120,40,95,40,95,460,Water,Dark,Rough Skin,,Speed Boost,"5'11""","1,8","195,8","88,8",,2,,,,,161,60,Slow,35,Blue,Neutral,20,Water 2,,
"319,1",Sharpedo (Mega),6,Mega Evolution,,,,,,103,,,,,,,,265,,,,80,346,,,,93,,,,,,,,70,140,70,110,65,105,560,Water,Dark,Strong Jaw,,,"8'02""","2,5","287,3","130,3",,2,,,,,196,60,Slow,35,Blue,Neutral,20,Water 2,,
320,Wailmer,3,,,,,,99,104,,,,240,,27,,266,,,,81,351,,,,98,356,190,,,,,,130,70,35,70,35,60,400,Water,,Water Veil,Oblivious,Pressure,"6'07""",2,"286,6",130,1,,,,,,80,125,Fluctuating,50,Blue,Neutral,40,Field,Water 2,Lv. 40
321,Wailord,3,,,,,,100,105,,,,241,,28,,267,,,,82,352,,,,99,357,191,,,,,,170,90,45,90,45,60,500,Water,,Water Veil,Oblivious,Pressure,"47'07""","14,5","877,4",398,2,,,,,,175,60,Fluctuating,50,Blue,Neutral,40,Field,Water 2,
322,Numel,3,,,,,,101,106,,,,204,,,,,,,,,,,,,,,,,,151,,125,60,60,40,65,45,35,305,Fire,Ground,Oblivious,Simple,Own Tempo,"2'04""","0,7","52,9",24,,,,1,,,61,255,Med Fast,50,Yellow,Neutral,20,Field,,Lv. 33
323,Camerupt,3,,,,,,102,107,,,,205,,,,,,,,,,,,,,,,,,152,,126,70,100,70,105,75,40,460,Fire,Ground,Magma Armor,Solid Rock,Anger Point,"6'03""","1,9",485,220,,1,,1,,,161,150,Med Fast,50,Red,Neutral,20,Field,,
